"ID"	"S2_DRSC_CG8144_RNAi_1"	"S2_DRSC_CG8144_RNAi_3"	"S2_DRSC_CG8144_RNAi_4"	"S2_DRSC_Untreated_1"	"S2_DRSC_Untreated_3"	"S2_DRSC_Untreated_4"
"FBtr0072762"	"335.647527812954"	"379.516111914798"	"385.508475144724"	"352.984760205544"	"292.125937105041"	"374.374089946356"
"FBtr0346821"	"143.010252076715"	"148.620096876208"	"130.158368132243"	"154.4411744919"	"124.284674963277"	"137.711850442881"
"FBtr0303848"	"196.190851294532"	"233.227408220581"	"183.480799943235"	"191.169049318494"	"192.056037383243"	"167.188881357926"
"FBtr0081459"	"525.15409258521"	"571.522309537102"	"544.063500241439"	"633.162145003193"	"609.754754874874"	"611.720106879031"
"FBtr0305321"	"40.6265013786371"	"62.5968644990714"	"71.2953441322775"	"59.2727151324458"	"46.0551657563284"	"16.4682760477608"
"FBtr0083716"	"996.379168300036"	"1035.98195079928"	"921.719956335607"	"926.929354819067"	"1031.61530022168"	"865.030324938962"
"FBtr0072393"	"242.216819028668"	"168.973018848537"	"161.837261538474"	"709.11381569667"	"792.034139923563"	"836.606577340677"
"FBtr0343753"	"117.835246060403"	"97.4973428700858"	"103.90205362834"	"94.8114841663273"	"98.4070381632309"	"126.796713974327"
"FBtr0113895"	"490.630147494476"	"450.095911386556"	"424.153614269073"	"396.333831157166"	"342.635330926046"	"420.451384704096"
"FBtr0345179"	"358.515637927357"	"328.914975345135"	"235.197113407507"	"210.749221321952"	"338.670341470199"	"293.770754316389"
"FBtr0334137"	"13.983640151998"	"11.567311153262"	"15.1654988885743"	"23.123705750011"	"23.2713316640147"	"25.0768829107657"
"FBtr0334136"	"103.602699380273"	"106.183365560623"	"98.2669303040895"	"117.098491905595"	"113.210254329143"	"129.91665652448"
"FBtr0085105"	"68.3036584946085"	"74.2447669275443"	"69.7248267436268"	"33.3892365976918"	"27.2821309974049"	"34.5102858441387"
"FBtr0087500"	"141.580022254275"	"156.675542642286"	"138.672331722602"	"139.90164012162"	"144.670895644225"	"119.819533251047"
"FBtr0073094"	"241.713003321875"	"184.326940131415"	"176.803560818583"	"172.041961580982"	"244.467318119179"	"179.6260726927"
"FBtr0073093"	"830.506076306953"	"830.801633607825"	"866.637229269698"	"910.963860191931"	"899.788613177662"	"966.993420072253"
"FBtr0072451"	"91.2277514868358"	"75.3579991806106"	"83.394284448844"	"78.0949626720423"	"98.5820250859237"	"78.9299951351603"
"FBtr0071607"	"52.3886371326151"	"51.697836893885"	"62.1798803937432"	"57.2082544864323"	"49.9443481431761"	"56.9394271197667"
"FBtr0300749"	"7.76490110519967"	"6.80900212790647"	"18.1487770455972"	"26.9299240431139"	"27.6017708363104"	"19.0973463084419"
