target_id	length	eff_length	est_counts	tpm
FBtr0089583	10234	10052.3	2.74827	0.0327938
FBtr0335024	9940	9758.31	100.519	1.23558
FBtr0089581	10714	10532.3	2098.04	23.894
FBtr0333843	756	574.312	0	0
FBtr0273411	465	283.312	1.01021	0.427706
FBtr0073005	1586	1404.31	928	79.2652
FBtr0072757	1754	1572.31	261.276	19.9324
FBtr0078957	2736	2554.31	5	0.234798
FBtr0339551	2736	2554.31	5	0.234798
FBtr0336485	3871	3689.31	0	0
FBtr0078094	1972	1790.31	269.019	18.0241
FBtr0078095	1923	1741.31	0	0
FBtr0330651	1905	1723.31	57.9808	4.0357
FBtr0303447	950	768.312	270.213	42.1859
FBtr0079870	1002	820.312	74.7868	10.9356
FBtr0083212	811	629.312	40.3405	7.68907
FBtr0302549	733	551.312	146.659	31.9089
FBtr0332136	1825	1643.31	4.0636	0.296613
FBtr0076717	2557	2375.31	1238.65	62.5497
FBtr0345035	2394	2212.31	137.29	7.44376
FBtr0305147	3077	2895.31	0	0
FBtr0077368	3025	2843.31	477.722	20.1534
FBtr0309240	2688	2506.31	521.522	24.9595
FBtr0339498	3366	3184.31	139.756	5.26445
FBtr0080063	1858	1676.31	13	0.930223
FBtr0331670	2040	1858.31	0	0
FBtr0084824	1474	1292.31	2	0.185635
FBtr0072050	1249	1067.31	0	0
FBtr0072051	788	606.312	0	0
FBtr0072950	2492	2310.31	68.8789	3.57614
FBtr0072952	5184	5002.31	2243.72	53.8018
FBtr0072954	4820	4638.31	20931.4	541.299
FBtr0072951	5126	4944.31	12918	313.391
FBtr0072953	5196	5014.31	1682	40.2359
FBtr0077465	5065	4883.31	316.123	7.76498
FBtr0334266	5112	4930.31	0	0
FBtr0334265	6378	6196.31	18.8768	0.365421
FBtr0343647	3059	2877.31	355.623	14.8252
FBtr0073520	2970	2788.31	2011.38	86.5268
FBtr0070555	1048	866.312	0	0
FBtr0335233	1458	1276.31	0	0
FBtr0084855	1445	1263.31	0	0
FBtr0072714	1211	1029.31	0	0
FBtr0078518	755	573.312	0	0
FBtr0289975	943	761.312	0	0
FBtr0080392	3627	3445.31	1	0.0348153
FBtr0340539	3729	3547.31	0	0
FBtr0340540	4286	4104.31	0	0
FBtr0080393	2171	1989.31	0	0
FBtr0087728	3235	3053.31	198.935	7.81516
FBtr0304566	425	243.312	0	0
FBtr0303834	558	376.312	0	0
FBtr0070797	2485	2303.31	16	0.833231
FBtr0087521	1460	1278.31	171	16.0457
FBtr0082617	1777	1595.31	0	0
FBtr0345606	1787	1605.31	467.394	34.9239
FBtr0077121	1633	1451.31	2852.22	235.733
FBtr0345901	1898	1716.31	46.3868	3.24188
FBtr0299877	599	417.312	3.44944	0.991485
FBtr0337041	357	175.353	72.3202	49.4704
FBtr0089836	842	660.312	36.2303	6.58145
FBtr0083134	1740	1558.31	379	29.1731
FBtr0083135	1804	1622.31	0	0
FBtr0340086	6288	6106.31	1.00021	0.0196477
FBtr0299936	3219	3037.31	0	0
FBtr0299937	3043	2861.31	0	0
FBtr0331847	1843	1661.31	3.59015	0.259215
FBtr0075245	1861	1679.31	499.623	35.6869
FBtr0075246	1791	1609.31	85.7871	6.39411
FBtr0080588	2343	2161.31	5	0.277492
FBtr0343689	2819	2637.31	0	0
FBtr0080589	2502	2320.31	0	0
FBtr0074339	1283	1101.31	152.166	16.5731
FBtr0301687	2761	2579.31	0	0
FBtr0085975	2320	2138.31	0	0
FBtr0300649	2276	2094.31	22.0454	1.26263
FBtr0088554	2181	1999.31	14921	895.188
FBtr0074491	1527	1345.31	0	0
FBtr0329827	2092	1910.31	0	0
FBtr0112998	1959	1777.31	0	0
FBtr0100574	1602	1420.31	0	0
FBtr0113315	1567	1385.31	9	0.77928
FBtr0300817	831	649.312	0	0
FBtr0078689	1339	1157.31	28.7097	2.97562
FBtr0078692	1381	1199.31	0	0
FBtr0290215	1509	1327.31	148.29	13.401
FBtr0081963	1195	1013.31	0	0
FBtr0081962	1192	1010.31	244.996	29.0872
FBtr0081964	1179	997.312	82.0036	9.86281
FBtr0073637	811	629.312	231	44.0296
FBtr0074821	837	655.312	29.2375	5.35169
FBtr0074820	898	716.312	25.7625	4.31404
FBtr0084584	1786	1604.31	109	8.1496
FBtr0087842	3541	3359.31	2206.37	78.7818
FBtr0087841	3647	3465.31	102.439	3.54586
FBtr0087843	3585	3403.31	86.1946	3.03792
FBtr0085657	1752	1570.31	1	0.0763858
FBtr0077537	2804	2622.31	258.194	11.8103
FBtr0077538	2228	2046.31	166.806	9.77771
FBtr0078992	2411	2229.31	164	8.82412
FBtr0290275	1319	1137.31	1	0.105468
FBtr0344323	1590	1408.31	0	0
FBtr0310028	1363	1181.31	11.0548	1.1225
FBtr0078081	1109	927.312	1317.85	170.466
FBtr0310029	1105	923.312	44.6086	5.7952
FBtr0078082	1294	1112.31	19.489	2.10165
FBtr0074039	1814	1632.31	237.538	17.4553
FBtr0310060	1831	1649.31	0	0
FBtr0074040	1346	1164.31	53.0299	5.46324
FBtr0310061	2177	1995.31	42.4326	2.55086
FBtr0099994	2676	2494.31	0	0
FBtr0082879	1110	928.312	0	0
FBtr0084475	833	651.312	0	0
FBtr0306349	2388	2206.31	898.969	48.8738
FBtr0306347	2419	2237.31	361.017	19.3553
FBtr0084039	2416	2234.31	3083.53	165.54
FBtr0306348	2391	2209.31	101.479	5.50957
FBtr0343286	10280	10098.3	76.4534	0.908127
FBtr0343283	13117	12935.3	0.000389581	3.61259e-06
FBtr0343285	12265	12083.3	70.0923	0.695797
FBtr0343287	12244	12062.3	32.4534	0.322721
FBtr0113464	13189	13007.3	0	0
FBtr0343284	13114	12932.3	0.000517844	4.8031e-06
FBtr0083631	1287	1105.31	0	0
FBtr0074744	1612	1430.31	1318.1	110.539
FBtr0334277	1725	1543.31	43.8403	3.40736
FBtr0074743	1544	1362.31	200.942	17.6926
FBtr0331846	2301	2119.31	0	0
FBtr0075242	2367	2185.31	0	0
FBtr0087676	1394	1212.31	4	0.395771
FBtr0332693	3555	3373.31	21.3802	0.760245
FBtr0074826	3615	3433.31	102.582	3.5839
FBtr0074825	3681	3499.31	265.038	9.08498
FBtr0073323	5236	5054.31	1	0.0237321
FBtr0080955	1526	1344.31	0	0
FBtr0346585	1657	1475.31	0	0
FBtr0299605	1941	1759.31	0	0
FBtr0332865	1932	1750.31	0	0
FBtr0332866	1944	1762.31	0	0
FBtr0332864	1935	1753.31	0	0
FBtr0114558	2108	1926.31	11.1651	0.69524
FBtr0078825	960	778.312	2	0.30823
FBtr0071324	1246	1064.31	306	34.4866
FBtr0080384	2939	2757.31	0	0
FBtr0333092	3025	2843.31	17	0.717171
FBtr0088159	810	628.312	0.31826	0.0607582
FBtr0081288	1652	1470.31	181	14.7662
FBtr0300401	3259	3077.31	50.1197	1.9536
FBtr0304948	4629	4447.31	5.21188	0.140571
FBtr0300404	3943	3761.31	0.000411954	1.31373e-05
FBtr0300403	4069	3887.31	23.8227	0.73509
FBtr0300402	3255	3073.31	206.96	8.0775
FBtr0304951	6903	6721.31	0	0
FBtr0304953	5365	5183.31	0	0
FBtr0304950	5476	5294.31	0	0
FBtr0304952	6836	6654.31	0	0
FBtr0300400	3947	3765.31	182.886	5.82609
FBtr0308617	4627	4445.31	81.7344	2.20547
FBtr0343519	2331	2149.31	0.0702305	0.00391945
FBtr0074211	2263	2081.31	1.02007e-05	5.87881e-07
FBtr0308618	2442	2260.31	0	0
FBtr0308619	2401	2219.31	0.453162	0.0244925
FBtr0074212	2195	2013.31	552.99	32.9462
FBtr0074214	2395	2213.31	27.752	1.50401
FBtr0343520	4575	4393.31	2.58413e-06	7.05537e-08
FBtr0074798	6470	6288.31	386.887	7.37987
FBtr0074799	6401	6219.31	4361.11	84.1111
FBtr0074462	1860	1678.31	4	0.285881
FBtr0342784	1972	1790.31	0	0
FBtr0273389	1210	1028.31	0	0
FBtr0100319	599	417.312	347.742	99.9529
FBtr0346642	829	647.312	11.2576	2.08608
FBtr0070689	2292	2110.31	19	1.07995
FBtr0304813	8664	8482.31	0	0
FBtr0333112	8513	8331.31	0	0
FBtr0333113	8255	8073.31	0	0
FBtr0340707	10607	10425.3	5.66728	0.0652054
FBtr0304814	8316	8134.31	0	0
FBtr0304815	8673	8491.31	0	0
FBtr0304807	5320	5138.31	2.30146	0.0537256
FBtr0304811	5675	5493.31	0	0
FBtr0333111	8538	8356.31	0	0
FBtr0304810	6099	5917.31	0	0
FBtr0304812	8498	8316.31	21.3205	0.307515
FBtr0304809	5763	5581.31	0	0
FBtr0304808	5318	5136.31	3.71072	0.0866573
FBtr0339313	793	611.312	0	0
FBtr0088802	817	635.312	0	0
FBtr0112732	2551	2369.31	83	4.20198
FBtr0345300	1864	1682.31	196	13.9749
FBtr0346162	2318	2136.31	0	0
FBtr0085573	2138	1956.31	4	0.245256
FBtr0082404	1937	1755.31	78	5.33014
FBtr0301146	1889	1707.31	0	0
FBtr0088021	4455	4273.31	0	0
FBtr0333065	10378	10196.3	0	0
FBtr0089984	3912	3730.31	0	0
FBtr0089982	4215	4033.31	1089.26	32.3942
FBtr0089987	3968	3786.31	20.5472	0.650929
FBtr0089983	5043	4861.31	0	0
FBtr0336804	3735	3553.31	29.143	0.983784
FBtr0089985	3847	3665.31	28.9046	0.94592
FBtr0336805	6225	6043.31	67.402	1.33781
FBtr0310618	1822	1640.31	0	0
FBtr0336806	5346	5164.31	21.7457	0.50508
FBtr0334495	2759	2577.31	24.9113	1.15938
FBtr0082851	2281	2099.31	456.623	26.0903
FBtr0300590	1810	1628.31	3616.34	266.397
FBtr0310621	1587	1405.31	52.1253	4.44912
FBtr0308121	1241	1059.31	0	0
FBtr0079973	1012	830.312	13.4988	1.95007
FBtr0303884	1363	1181.31	6.42017	0.651899
FBtr0303883	1179	997.312	9.59544	1.15407
FBtr0334116	544	362.312	0	0
FBtr0085184	1919	1737.31	0	0
FBtr0300452	1804	1622.31	40.0024	2.95768
FBtr0078222	1213	1031.31	160.125	18.6238
FBtr0303381	1238	1056.31	39.8724	4.5277
FBtr0071548	1894	1712.31	410	28.721
FBtr0080930	3237	3055.31	2347	92.1416
FBtr0072880	733	551.312	0	0
FBtr0073393	8171	7989.31	7	0.105096
FBtr0347412	2449	2267.31	581.514	30.7643
FBtr0085132	2635	2453.31	0	0
FBtr0345216	2190	2008.31	313.486	18.7234
FBtr0346948	1234	1052.31	80.0846	9.12857
FBtr0071507	871	689.312	0	0
FBtr0087873	1088	906.312	0	0
FBtr0303818	640	458.312	0	0
FBtr0303852	395	213.312	0	0
FBtr0070067	3376	3194.31	0.000191496	7.19087e-06
FBtr0070066	3352	3170.31	1.99981	0.0756632
FBtr0342962	4130	3948.31	0	0
FBtr0344149	3428	3246.31	0	0
FBtr0070068	3402	3220.31	0	0
FBtr0308135	1697	1515.31	0	0
FBtr0307103	815	633.312	0	0
FBtr0333607	1035	853.312	240.349	33.7857
FBtr0075325	1570	1388.31	344.665	29.7789
FBtr0075324	1486	1304.31	630.985	58.0278
FBtr0074287	1499	1317.31	8	0.72845
FBtr0082514	939	757.312	0	0
FBtr0091479	615	433.312	0	0
FBtr0345251	823	641.312	0	0
FBtr0078656	839	657.312	0	0
FBtr0345250	885	703.312	0	0
FBtr0087255	3133	2951.31	294	11.949
FBtr0335471	2918	2736.31	0	0
FBtr0080255	2686	2504.31	52	2.49065
FBtr0112357	482	300.312	0	0
FBtr0301737	400	218.312	0	0
FBtr0343708	338	156.353	0	0
FBtr0345461	613	431.312	0	0
FBtr0076163	668	486.312	7	1.72656
FBtr0301074	5449	5267.31	0	0
FBtr0301680	5452	5270.31	0	0
FBtr0301075	5468	5286.31	0	0
FBtr0346343	6243	6061.31	7	0.138526
FBtr0073738	2113	1931.31	10	0.621078
FBtr0076295	1109	927.312	0	0
FBtr0075348	623	441.312	2	0.543604
FBtr0087897	6630	6448.31	1622.4	30.1793
FBtr0305075	5634	5452.31	6.61229	0.145469
FBtr0087898	5631	5449.31	12.9908	0.285952
FBtr0087250	1449	1267.31	7	0.662541
FBtr0300762	766	584.312	0	0
FBtr0091892	595	413.312	1.72632	0.501004
FBtr0084123	2670	2488.31	0.5	0.0241026
FBtr0330389	2670	2488.31	0.5	0.0241026
FBtr0074318	2271	2089.31	40.0133	2.2972
FBtr0074579	1425	1243.31	0	0
FBtr0344255	1453	1271.31	0	0
FBtr0076257	1019	837.312	0	0
FBtr0076258	952	770.312	6	0.934293
FBtr0305487	256	74.3715	0	0
FBtr0344808	260	78.3715	0	0
FBtr0076549	4624	4442.31	154.639	4.17551
FBtr0076550	4670	4488.31	0	0
FBtr0290104	4465	4283.31	0	0
FBtr0076551	4562	4380.31	0	0
FBtr0290103	4927	4745.31	310.361	7.84513
FBtr0290341	5111	4929.31	654.947	15.9374
FBtr0091837	529	347.312	1.61111	0.556422
FBtr0073322	1639	1457.31	340	27.985
FBtr0112473	344	162.353	4	2.95528
FBtr0331866	1226	1044.31	115.78	13.2984
FBtr0072723	1941	1759.31	5.42516	0.369886
FBtr0302863	3998	3816.31	198.945	6.25298
FBtr0302864	3296	3114.31	695.525	26.7885
FBtr0302862	3290	3108.31	6.2914e-08	2.42784e-09
FBtr0307901	3155	2973.31	453.021	18.2758
FBtr0336667	1834	1652.31	99.3212	7.21021
FBtr0302860	1839	1657.31	0	0
FBtr0307903	2203	2021.31	14.5229	0.861824
FBtr0307902	3255	3073.31	213.331	8.32619
FBtr0302861	1800	1618.31	0	0
FBtr0302859	2085	1903.31	137.334	8.65498
FBtr0071374	4208	4026.31	4.36535	0.13005
FBtr0071373	1441	1259.31	0.634646	0.06045
FBtr0110827	6688	6506.31	0.000113263	2.08809e-06
FBtr0110826	980	798.312	0	0
FBtr0299591	6640	6458.31	0.999887	0.0185708
FBtr0343018	7388	7206.31	0	0
FBtr0085130	2897	2715.31	3	0.132526
FBtr0083919	1858	1676.31	1	0.0715556
FBtr0100028	915	733.312	10	1.63572
FBtr0332720	1736	1554.31	54.063	4.17216
FBtr0074904	1506	1324.31	238.937	21.6417
FBtr0085810	1435	1253.31	22.1114	2.11619
FBtr0088706	2039	1857.31	0	0
FBtr0339335	1692	1510.31	0	0
FBtr0077750	1511	1329.31	0	0
FBtr0100110	1454	1272.31	3.28266	0.309479
FBtr0344472	1392	1210.31	3.71734	0.368412
FBtr0080365	3271	3089.31	1	0.0388272
FBtr0077470	587	405.312	18144.8	5369.85
FBtr0334787	659	477.312	300.528	75.5233
FBtr0078669	1518	1336.31	425.951	38.2341
FBtr0078670	1592	1410.31	343.049	29.1769
FBtr0343487	1901	1719.31	47.7035	3.32808
FBtr0072320	1736	1554.31	212.297	16.3834
FBtr0080449	1044	862.312	0	0
FBtr0071996	5334	5152.31	1582	36.8301
FBtr0084324	6913	6731.31	918	16.3584
FBtr0306556	4875	4693.31	4.86484	0.124333
FBtr0339234	5598	5416.31	168.522	3.73208
FBtr0081352	4881	4699.31	99.807	2.54756
FBtr0307893	2669	2487.31	4.58665	0.221189
FBtr0307894	2182	2000.31	187.637	11.2518
FBtr0081353	4794	4612.31	205.728	5.35024
FBtr0081354	2666	2484.31	238.704	11.5253
FBtr0339233	2212	2030.31	0	0
FBtr0081355	3437	3255.31	20.3543	0.750003
FBtr0301884	4791	4609.31	1613.8	41.9963
FBtr0070278	1115	933.312	0	0
FBtr0344154	1247	1065.31	0	0
FBtr0309224	6284	6102.31	16.5728	0.325761
FBtr0074707	4444	4262.31	8.38648	0.236011
FBtr0309223	4544	4362.31	43.1425	1.18628
FBtr0074708	4374	4192.31	19.8982	0.569323
FBtr0433502	1137	955.312	272	34.1525
FBtr0070640	885	703.312	15.6979	2.67727
FBtr0070641	1173	991.312	9.4242	1.14034
FBtr0307206	1502	1320.31	12.2613	1.11393
FBtr0070639	896	714.312	713.617	119.833
FBtr0343425	911	729.312	0	0
FBtr0074098	1393	1211.31	22	2.17854
FBtr0086729	468	286.312	0	0
FBtr0077220	590	408.312	1	0.293769
FBtr0301670	3858	3676.31	0	0
FBtr0302170	3845	3663.31	0	0
FBtr0302171	3781	3599.31	7.2084e-05	2.40225e-06
FBtr0302169	3750	3568.31	2.93277	0.0985856
FBtr0302168	3761	3579.31	0.0671588	0.00225062
FBtr0302172	3901	3719.31	0	0
FBtr0345299	4154	3972.31	0	0
FBtr0345136	1699	1517.31	53.5783	4.23557
FBtr0078287	1990	1808.31	273.422	18.1367
FBtr0332413	1475	1293.31	68.0134	6.30797
FBtr0079042	1428	1246.31	56.7786	5.46457
FBtr0301538	2231	2049.31	1703.24	99.6936
FBtr0079043	1267	1085.31	12.7452	1.4086
FBtr0079044	2271	2089.31	13.8035	0.792474
FBtr0079039	1539	1357.31	30.0437	2.65505
FBtr0301540	2311	2129.31	0	0
FBtr0301539	1495	1313.31	0.692661	0.0632632
FBtr0079041	1000	818.312	190.401	27.9092
FBtr0079040	1511	1329.31	33.83	3.05263
FBtr0079038	2700	2518.31	334.448	15.9301
FBtr0304668	1666	1484.31	13.2791	1.07311
FBtr0080042	3136	2954.31	175.867	7.14045
FBtr0321259	3248	3066.31	82.1334	3.21293
FBtr0085946	1727	1545.31	0	0
FBtr0310382	2340	2158.31	0	0
FBtr0310381	2445	2263.31	0	0
FBtr0310383	2385	2203.31	16.8927	0.91965
FBtr0310384	2158	1976.31	175.107	10.6279
FBtr0310380	2400	2218.31	0	0
FBtr0083437	1585	1403.31	0	0
FBtr0082690	968	786.312	216	32.9501
FBtr0079737	821	639.312	0	0
FBtr0081651	4679	4497.31	0	0
FBtr0081656	4851	4669.31	0	0
FBtr0081653	4863	4681.31	0	0
FBtr0081647	4691	4509.31	0	0
FBtr0081650	4652	4470.31	0	0
FBtr0081646	4111	3929.31	0	0
FBtr0081655	3490	3308.31	0	0
FBtr0081648	4890	4708.31	0	0
FBtr0081652	4902	4720.31	0	0
FBtr0081654	3279	3097.31	0	0
FBtr0081649	4640	4458.31	0	0
FBtr0300090	607	425.312	0	0
FBtr0304838	757	575.312	0	0
FBtr0073367	1188	1006.31	0	0
FBtr0087136	456	274.312	0	0
FBtr0301151	2226	2044.31	2	0.117349
FBtr0076242	1594	1412.31	92.8994	7.89007
FBtr0339990	1853	1671.31	10.1138	0.725867
FBtr0087517	1192	1010.31	826.886	98.1722
FBtr0079203	1670	1488.31	1	0.0805943
FBtr0100106	771	589.312	0	0
FBtr0304045	768	586.312	1	0.204583
FBtr0078210	950	768.312	248	38.718
FBtr0086920	527	345.312	763	265.04
FBtr0085709	1965	1783.31	0	0
FBtr0085434	1279	1097.31	286.107	31.2749
FBtr0085433	1083	901.312	1688.89	224.763
FBtr0334131	1406	1224.31	0	0
FBtr0334130	1247	1065.31	0	0
FBtr0301280	960	778.312	2	0.30823
FBtr0100084	460	278.312	0	0
FBtr0100095	980	798.312	0	0
FBtr0074321	895	713.312	1	0.168159
FBtr0088433	1012	830.312	841	121.494
FBtr0079049	1561	1379.31	460	40.0031
FBtr0343821	3524	3342.31	0	0
FBtr0081061	3415	3233.31	0	0
FBtr0343822	4012	3830.31	0	0
FBtr0070782	2779	2597.31	314	14.5012
FBtr0346862	3300	3118.31	51.0239	1.96269
FBtr0085557	1855	1673.31	32.2403	2.31111
FBtr0087472	2353	2171.31	0	0
FBtr0087473	2223	2041.31	4.92854	0.289606
FBtr0289934	2389	2207.31	0	0
FBtr0087471	2212	2030.31	10.0715	0.595015
FBtr0334500	1500	1318.31	0.0315263	0.00286849
FBtr0301088	1671	1489.31	0	0
FBtr0334499	1494	1312.31	8.50138	0.777053
FBtr0334501	1497	1315.31	0.516054	0.0470614
FBtr0084388	1677	1495.31	0	0
FBtr0334502	1491	1309.31	140.951	12.9129
FBtr0332587	1544	1362.31	0	0
FBtr0070318	1791	1609.31	718.094	53.5229
FBtr0070320	1648	1466.31	0	0
FBtr0332588	1765	1583.31	42.9057	3.25048
FBtr0070319	1747	1565.31	9.05032e-06	6.93524e-07
FBtr0070645	4278	4096.31	9	0.263541
FBtr0075188	1442	1260.31	28	2.66488
FBtr0333475	8899	8717.31	429.733	5.91308
FBtr0333473	22580	22398.3	16.6466	0.0891471
FBtr0333474	23041	22859.3	51.4153	0.269791
FBtr0071303	5232	5050.31	283.997	6.74519
FBtr0340341	4966	4784.31	1149.63	28.8228
FBtr0335169	4220	4038.31	29.943	0.889393
FBtr0077782	2197	2015.31	803.057	47.7972
FBtr0079478	2069	1887.31	0	0
FBtr0079479	1860	1678.31	1	0.0714703
FBtr0472693	908	726.312	89.0928	14.7136
FBtr0472694	766	584.312	1.90717	0.39151
FBtr0472692	1036	854.312	0	0
FBtr0080507	835	653.312	6	1.10161
FBtr0335459	475	293.312	0	0
FBtr0082764	422	240.312	144.922	72.3363
FBtr0079601	888	706.312	375	63.6844
FBtr0079368	1707	1525.31	973.345	76.5432
FBtr0332328	1784	1602.31	8.65512	0.647925
FBtr0080755	2287	2105.31	0	0
FBtr0343717	4656	4474.31	0	0
FBtr0343716	2754	2572.31	0	0
FBtr0072173	752	570.312	7159.19	1505.74
FBtr0072172	747	565.312	350.811	74.4361
FBtr0075999	4940	4758.31	521.902	13.1563
FBtr0075998	4940	4758.31	994.098	25.0596
FBtr0084297	1137	955.312	212.268	26.6525
FBtr0346142	1341	1159.31	22.7316	2.35195
FBtr0085290	1425	1243.31	3	0.289427
FBtr0114543	2066	1884.31	558	35.5206
FBtr0081024	2168	1986.31	0	0
FBtr0306554	358	176.353	1	0.680168
FBtr0082864	827	645.312	0	0
FBtr0344411	1185	1003.31	0	0
FBtr0080496	410	228.312	0	0
FBtr0345616	459	277.312	0	0
FBtr0086076	3443	3261.31	92	3.38372
FBtr0084948	2284	2102.31	1	0.057056
FBtr0071462	1179	997.312	0	0
FBtr0300955	1843	1661.31	0	0
FBtr0343205	1852	1670.31	0	0
FBtr0346510	1228	1046.31	3	0.343921
FBtr0110983	2665	2483.31	0	0
FBtr0110984	3042	2860.31	0	0
FBtr0345993	3541	3359.31	0.00355092	0.000126791
FBtr0345994	3612	3430.31	0	0
FBtr0100136	3286	3104.31	0	0
FBtr0100135	2903	2721.31	0.59671	0.0263017
FBtr0340057	3521	3339.31	5.39974	0.193961
FBtr0340056	4526	4344.31	0	0
FBtr0078009	1732	1550.31	258	19.9618
FBtr0082789	1026	844.312	0	0
FBtr0080450	903	721.312	0	0
FBtr0334754	1079	897.312	0	0
FBtr0331419	1692	1510.31	0	0
FBtr0078530	3790	3608.31	272	9.04197
FBtr0303445	1929	1747.31	7	0.480536
FBtr0305152	5092	4910.31	104.572	2.55449
FBtr0305151	4508	4326.31	116.25	3.2231
FBtr0082246	4632	4450.31	551.178	14.8559
FBtr0087449	2074	1892.31	76.2009	4.8302
FBtr0081710	745	563.312	6	1.27762
FBtr0079187	3379	3197.31	6	0.225094
FBtr0290050	3775	3593.31	3	0.100144
FBtr0335006	1687	1505.31	53.7903	4.28624
FBtr0339942	2231	2049.31	78.7212	4.60768
FBtr0085527	1712	1530.31	556.489	43.6189
FBtr0076455	1010	828.312	9	1.30331
FBtr0082402	1947	1765.31	0	0
FBtr0308211	1851	1669.31	516	37.0775
FBtr0083730	1820	1638.31	476	34.8505
FBtr0308077	695	513.312	0	0
FBtr0308078	761	579.312	0	0
FBtr0335231	605	423.312	1	0.28336
FBtr0081821	772	590.312	0	0
FBtr0345493	590	408.312	0	0
FBtr0087081	499	317.312	0	0
FBtr0085623	1443	1261.31	0	0
FBtr0332169	1118	936.312	0	0
FBtr0085624	1078	896.312	36.0649	4.82641
FBtr0332168	1091	909.312	0	0
FBtr0085622	1284	1102.31	3.93717	0.428428
FBtr0304632	491	309.312	1	0.387795
FBtr0074206	2630	2448.31	30	1.46978
FBtr0343419	2264	2082.31	0	0
FBtr0079559	2075	1893.31	5	0.316772
FBtr0079350	1973	1791.31	429	28.7266
FBtr0339563	1205	1023.31	71.0694	8.33053
FBtr0081423	1276	1094.31	21.9306	2.40386
FBtr0273302	1800	1618.31	0	0
FBtr0077383	1432	1250.31	10.1368	0.972476
FBtr0340356	836	654.312	0	0
FBtr0340357	1399	1217.31	9.04849	0.891605
FBtr0339661	1117	935.312	0	0
FBtr0339659	649	467.312	0	0
FBtr0339660	741	559.312	2480.84	532.039
FBtr0076462	697	515.312	212	49.3474
FBtr0273202	1638	1456.31	0	0
FBtr0078089	556	374.312	124	39.7362
FBtr0113751	1961	1779.31	7.58768	0.511512
FBtr0339923	1492	1310.31	12.4123	1.13626
FBtr0113750	1246	1064.31	0	0
FBtr0113752	1874	1692.31	0	0
FBtr0075478	694	512.312	0	0
FBtr0331606	1665	1483.31	0	0
FBtr0070526	1758	1576.31	48	3.65256
FBtr0332321	2100	1918.31	0	0
FBtr0300674	1789	1607.31	1	0.0746274
FBtr0300803	2813	2631.31	1685	76.8114
FBtr0083729	6526	6344.31	97	1.83394
FBtr0078736	952	770.312	329	51.2304
FBtr0342783	3267	3085.31	0	0
FBtr0334591	619	437.312	17.2623	4.73485
FBtr0083174	543	361.312	78.7377	26.1396
FBtr0083442	3081	2899.31	1	0.0413717
FBtr0070442	2045	1863.31	265.729	17.1061
FBtr0304709	1562	1380.31	96.2738	8.36622
FBtr0082356	1472	1290.31	15.7262	1.46194
FBtr0077422	1685	1503.31	8	0.638321
FBtr0305684	2045	1863.31	5466.76	351.919
FBtr0080998	2255	2073.31	59.2375	3.42713
FBtr0082763	2939	2757.31	729	31.7132
FBtr0081179	751	569.312	107.977	22.75
FBtr0072956	6418	6236.31	970.688	18.6702
FBtr0072957	5506	5324.31	2094.1	47.1772
FBtr0072958	5206	5024.31	9.60364e-07	2.29275e-08
FBtr0333364	4618	4436.31	3947.9	106.744
FBtr0333362	5271	5089.31	274.399	6.46727
FBtr0333363	4282	4100.31	44.2178	1.29354
FBtr0333365	5643	5461.31	877.458	19.272
FBtr0072959	4268	4086.31	2006.24	58.891
FBtr0299989	2259	2077.31	126.75	7.31888
FBtr0305036	6584	6402.31	0	0
FBtr0305037	6489	6307.31	0	0
FBtr0310203	508	326.312	0	0
FBtr0301028	5788	5606.31	3.39001	0.0725307
FBtr0330381	5049	4867.31	3.87711	0.0955471
FBtr0336712	6669	6487.31	4.85577	0.0897825
FBtr0084197	5049	4867.31	3.87711	0.0955471
FBtr0084107	708	526.312	117.477	26.7737
FBtr0347217	2819	2637.31	17.6532	0.802899
FBtr0332602	3470	3288.31	28.7791	1.04979
FBtr0079228	3481	3299.31	131.698	4.788
FBtr0079229	2998	2816.31	24.523	1.04446
FBtr0334641	7845	7663.31	18.6779	0.292354
FBtr0112788	7572	7390.31	107.661	1.74741
FBtr0334640	7572	7390.31	107.661	1.74741
FBtr0077806	845	663.312	0	0
FBtr0070461	931	749.312	0	0
FBtr0070204	819	637.312	1	0.188212
FBtr0100495	1631	1449.31	18.6407	1.54276
FBtr0100496	1009	827.312	5.71867	0.829133
FBtr0075548	1191	1009.31	327	38.8616
FBtr0343845	1008	826.312	0	0
FBtr0077948	1085	903.312	0	0
FBtr0340534	706	524.312	1.99818	0.457134
FBtr0086534	709	527.312	0.00182097	0.000414222
FBtr0113196	2168	1986.31	16	0.966209
FBtr0113197	2286	2104.31	0	0
FBtr0088769	1139	957.312	2	0.250596
FBtr0087206	981	799.312	115	17.2576
FBtr0078529	1835	1653.31	7	0.507857
FBtr0082679	2324	2142.31	0	0
FBtr0345644	2180	1998.31	0	0
FBtr0112627	1891	1709.31	1	0.0701741
FBtr0335509	7090	6908.31	1	0.0173631
FBtr0335510	7309	7127.31	0	0
FBtr0075528	2003	1821.31	63.1817	4.16108
FBtr0075529	2881	2699.31	33.8183	1.50278
FBtr0076946	1737	1555.31	0	0
FBtr0076945	1932	1750.31	1	0.0685303
FBtr0309073	640	458.312	0	0
FBtr0345503	692	510.312	0	0
FBtr0071929	569	387.312	1	0.309697
